restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address,Popularity Score
TGS Retails,"Takeaway, Delivery",3.3,4,600.0,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",HSR,13.2
Thai & Chinese Fast Food,Quick Bites,3.4,7,400.0,No,No,"Chinese, Thai",Whitefield,KR Puram,23.8
Thai Chy,Casual Dining,4.3,367,1200.0,Yes,Yes,"Thai, Asian, Indonesian",Indiranagar,Indiranagar,1578.1
Thai House,Casual Dining,4.2,125,700.0,Yes,No,Thai,Indiranagar,Brigade Road,525.0
Thalaserry Food Court,Casual Dining,3.5,21,600.0,No,No,"Kerala, Biryani, Seafood, North Indian, Chinese",Whitefield,Whitefield,73.5
Thalassery Cafe,Quick Bites,3.4,7,150.0,No,No,Street Food,"Byresandra,Tavarekere,Madiwala",BTM,23.8
Thalassery Food Court,Casual Dining,3.1,4,500.0,No,No,"Kerala, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,12.4
Thalassery Hotel,Quick Bites,2.8,40,300.0,No,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,112.0
Thalassery Mess,Mess,3.3,7,300.0,No,No,Kerala,HSR,HSR,23.099999999999998
Thalassery Plaza,Quick Bites,3.5,33,400.0,Yes,No,"Kerala, North Indian, Chinese",Kammanahalli,Hennur,115.5
Thalassery Restaurant,Casual Dining,2.8,40,600.0,Yes,No,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road,Bannerghatta Road,112.0
Thalis Of India,Delivery,3.3,7,500.0,Yes,No,"South Indian, North Indian, Beverages",Bellandur,Sarjapur Road,23.099999999999998
Thamboola,Casual Dining,3.8,139,800.0,Yes,No,"North Indian, Chinese, Continental",Jayanagar,Banashankari,528.1999999999999
Thanco's Natural Ice Cream,Dessert Parlor,3.1,8,450.0,No,No,"Ice Cream, Desserts",Rajajinagar,Rajajinagar,24.8
Thanco's Natural Ice Creams,Dessert Parlor,3.2,9,300.0,No,No,Ice Cream,Banashankari,Banashankari,28.8
Thanco's Naturals Ice Cream,Dessert Parlor,3.6,21,450.0,Yes,No,"Ice Cream, Desserts",Marathahalli,Marathahalli,75.60000000000001
Thanima Garden Restaurant,Casual Dining,3.6,163,500.0,Yes,No,"North Indian, Chinese, Kerala",Electronic City,Electronic City,586.8000000000001
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400.0,No,No,"Biryani, Fast Food",Banashankari,Banashankari,112.0
Tharavadu,Quick Bites,3.8,83,400.0,Yes,No,"Chinese, North Indian, Kerala",HSR,HSR,315.4
That Garage Cafe,Cafe,3.1,40,650.0,Yes,No,"Cafe, Italian, Continental, European",Bellandur,HSR,124.0
Thayee Touch,Casual Dining,3.6,30,450.0,No,No,"North Indian, Chinese, South Indian",Bannerghatta Road,JP Nagar,108.0
The 13th Floor,Lounge,4.4,4575,1700.0,No,Yes,"Asian, North Indian, Thai",Brigade Road,MG Road,20130.0
The 3 Musketeers,Dessert Parlor,3.2,5,200.0,No,No,"Ice Cream, Desserts",Brookefield,Whitefield,16.0
The 90s Hash House,Cafe,3.8,63,500.0,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",BTM,239.39999999999998
The Adukkala Restaurant,Casual Dining,3.6,40,500.0,Yes,No,Kerala,Brigade Road,Brigade Road,144.0
The Airos,Cafe,4.1,130,650.0,Yes,No,"Cafe, Italian, Pizza",Banashankari,Jayanagar,533.0
The Alphaa,Casual Dining,3.8,272,550.0,Yes,No,"Andhra, North Indian, Chinese, Biryani, Seafood",HSR,Bommanahalli,1033.6
The Andhra Bhojanam,Bhojanalya,3.2,4,300.0,Yes,No,South Indian,Brookefield,"ITPL Main Road, Whitefield",12.8
The Ants Cafe & Store,Cafe,3.9,1380,900.0,Yes,Yes,"Cafe, Italian",Indiranagar,Indiranagar,5382.0
The Arabesque Cafe,Casual Dining,4.1,40,600.0,No,No,"American, Continental, Chinese",Koramangala 4th Block,Koramangala 4th Block,164.0
The Arabian Nights,"Takeaway, Delivery",2.6,51,300.0,Yes,No,"Arabian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,132.6
The Asian Curry House,Casual Dining,4.5,785,1000.0,Yes,No,"Vietnamese, Thai, Burmese, Japanese",Malleshwaram,Malleshwaram,3532.5
The Bahubali,Casual Dining,3.4,153,800.0,Yes,Yes,"North Indian, Chinese",Marathahalli,Marathahalli,520.1999999999999
The Baker's,"Bakery, Quick Bites",2.4,32,500.0,No,No,"Bakery, Fast Food",HSR,HSR,76.8
The Bakery World,Bakery,3.2,5,250.0,No,No,"Bakery, Desserts",Church Street,Frazer Town,16.0
The Banana Kick,Cafe,3.3,8,600.0,Yes,No,"Cafe, Beverages",Malleshwaram,New BEL Road,26.4
The Bangalore Cafe,Casual Dining,4.1,473,800.0,No,Yes,"Modern Indian, North Indian, Pizza, Continental, Beverages",Brigade Road,Shanti Nagar,1939.2999999999997
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300.0,No,No,"Continental, Chinese, North Indian, Finger Food",Lavelle Road,St. Marks Road,2662.8
The Bar Therapy,Bar,2.8,40,800.0,No,No,"Continental, Chinese",HSR,Koramangala 1st Block,112.0
The Barn - Bar & Kitchen,Pub,4.2,240,1500.0,No,Yes,"American, North Indian, Chinese",Brigade Road,Brigade Road,1008.0
The Bawarchi,Casual Dining,2.5,256,1050.0,Yes,No,"North Indian, Chinese",Kammanahalli,Banaswadi,640.0
The Beer Cafe,Pub,4.1,673,1400.0,Yes,Yes,"Finger Food, North Indian, Chinese, Italian",Whitefield,Whitefield,2759.2999999999997
The Beer Joint,Casual Dining,3.4,77,800.0,No,No,"North Indian, Chinese",Indiranagar,Indiranagar,261.8
THE BEL ST.,"Cafe, Casual Dining",3.9,523,1100.0,No,No,"Cafe, Italian, American, Continental",New BEL Road,New BEL Road,2039.7
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350.0,Yes,No,"Desserts, Beverages",New BEL Road,Sahakara Nagar,55.5
The Belgian Waffle Company,Dessert Parlor,3.9,48,250.0,Yes,No,Desserts,Brookefield,Brookefield,187.2
The Bengal Rasoi,Delivery,3.2,5,350.0,No,No,Bengali,Marathahalli,Kaggadasapura,16.0
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining,4.1,117,2000.0,No,Yes,"Continental, Asian, North Indian, South Indian",Brigade Road,Ulsoor,479.69999999999993
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000.0,Yes,Yes,"Continental, North Indian, Pizza, BBQ",Koramangala 4th Block,Koramangala 6th Block,2373.6
The Biere Club,"Pub, Microbrewery",4.3,2283,1700.0,No,Yes,"Continental, BBQ, Finger Food",Whitefield,Whitefield,9816.9
The Big Barbeque,Casual Dining,4.7,524,1500.0,No,Yes,"BBQ, North Indian, Continental, Chinese",Electronic City,Electronic City,2462.8
The Big Bellyz,Quick Bites,3.9,105,300.0,Yes,No,"Fast Food, Beverages, Momos",Malleshwaram,Malleshwaram,409.5
The Big Grill,Quick Bites,3.4,9,400.0,No,No,"North Indian, Chinese, Mughlai",Marathahalli,Marathahalli,30.599999999999998
The Big O Bakes,Bakery,4.0,66,300.0,No,No,"Bakery, Desserts",Banashankari,Banashankari,264.0
The Big Spoon,Casual Dining,3.8,45,750.0,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield,171.0
The Bigman's Cafe,"Takeaway, Delivery",3.7,31,450.0,No,No,"North Indian, Chinese",HSR,HSR,114.7
The Biriyani Factory,Quick Bites,3.1,29,500.0,Yes,No,"North Indian, Biryani",Bannerghatta Road,BTM,89.9
The Biriyani Pedia,Quick Bites,3.9,55,300.0,Yes,No,Biryani,Basavanagudi,BTM,214.5
The Biryani Cafe,Quick Bites,4.1,520,300.0,No,No,"Biryani, Chinese, Kebab",Banashankari,Banashankari,2132.0
The Biryani Culture,Food Court,3.2,9,500.0,Yes,No,North Indian,Malleshwaram,Malleshwaram,28.8
The Biryani Palace,Quick Bites,3.0,12,500.0,Yes,No,"Biryani, Andhra",HSR,HSR,36.0
The Biryani Paradise,Quick Bites,3.8,32,350.0,No,No,"Biryani, South Indian",Brigade Road,Richmond Road,121.6
The Biryani Story,Casual Dining,4.4,76,600.0,No,No,"Biryani, North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",BTM,334.40000000000003
The Biryanis,Casual Dining,3.8,426,500.0,Yes,No,"Andhra, Biryani, North Indian",Indiranagar,Jeevan Bhima Nagar,1618.8
The Bite Club,Food Truck,3.6,23,400.0,No,No,"American, Goan",Indiranagar,East Bangalore,82.8
The Black Pearl,"Casual Dining, Bar",4.7,10413,1400.0,No,Yes,"North Indian, European, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,48941.1
The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500.0,No,Yes,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,Indiranagar,18004.1
The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000.0,No,Yes,"Cafe, Bakery, Continental",Church Street,Lavelle Road,333.0
The Blue Bawarchi,Quick Bites,3.6,34,300.0,Yes,No,"Chinese, Oriya, North Indian, Bengali",Kalyan Nagar,Nagawara,122.4
The Blue Wagon - Kitchen,Cafe,4.6,228,400.0,Yes,No,"Cafe, Beverages",Banashankari,Jayanagar,1048.8
The Bong,Quick Bites,3.1,38,300.0,No,No,"Bengali, North Indian",Lavelle Road,Frazer Town,117.8
The Bong Palate,Quick Bites,3.8,58,300.0,Yes,No,"Bengali, North Indian, Chinese",Bannerghatta Road,BTM,220.39999999999998
The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800.0,No,Yes,"European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,22756.199999999997
The Breakfast Club,Delivery,3.9,90,400.0,No,No,"Continental, South Indian, North Indian",Electronic City,Electronic City,351.0
The Breakfast Truck,Quick Bites,3.8,64,550.0,No,No,Continental,Koramangala 4th Block,Koramangala 6th Block,243.2
The Breakfeast,"Takeaway, Delivery",3.4,10,200.0,No,No,"Continental, North Indian, South Indian",HSR,HSR,34.0
The Brekkie Shop,Delivery,3.7,57,300.0,Yes,No,"Healthy Food, Sandwich",Indiranagar,Indiranagar,210.9
The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700.0,No,No,"North Indian, South Indian, Chinese, Grill",Jayanagar,JP Nagar,49.6
The Brewing Bean,Cafe,3.7,47,500.0,No,No,Cafe,Bellandur,Bellandur,173.9
The Bridge Walk Cafe,Cafe,3.7,44,500.0,Yes,No,"Cafe, Continental",Kalyan Nagar,Kengeri,162.8
The Buffet Table,Casual Dining,2.8,40,1200.0,No,Yes,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",HSR,HSR,112.0
The Bundle Co.,Quick Bites,4.4,222,700.0,Yes,No,"Burger, Continental, Italian, Beverages",Brigade Road,MG Road,976.8000000000001
The Burger Place,Quick Bites,3.8,26,400.0,Yes,No,"Burger, Continental, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,98.8
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,30,800.0,No,No,Cafe,Brigade Road,Richmond Road,120.0
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,31,800.0,No,No,Cafe,Lavelle Road,Richmond Road,124.0
The Cafe Nuts and Bolts,Cafe,3.0,28,500.0,Yes,No,"Cafe, Fast Food, Chinese",JP Nagar,Kumaraswamy Layout,84.0
The Cake City,"Quick Bites, Bakery",3.2,4,300.0,Yes,No,"Chinese, Continental, Desserts, Bakery",Basavanagudi,Shanti Nagar,12.8
The Cake Factory,Bakery,3.4,4,300.0,No,No,Bakery,Rajajinagar,Rajajinagar,13.6
The Cake House,Bakery,3.7,29,300.0,Yes,No,"Bakery, Desserts",Brigade Road,Ulsoor,107.30000000000001
The Cake Lair,"Bakery, Quick Bites",2.8,40,600.0,No,No,"Bakery, Fast Food, Beverages",Electronic City,Electronic City,112.0
The Cake Mart,Bakery,3.5,22,600.0,Yes,No,"Bakery, Desserts",Indiranagar,Old Airport Road,77.0
The Cake Post,Bakery,3.4,12,900.0,No,No,"Bakery, Desserts",Old Airport Road,Old Airport Road,40.8
The Cake Shop Mayura,Bakery,3.6,13,800.0,No,No,"Bakery, Desserts",Jayanagar,JP Nagar,46.800000000000004
The Cake Ville,"Bakery, Quick Bites",3.2,18,300.0,Yes,No,"Bakery, Desserts, Fast Food",Bannerghatta Road,JP Nagar,57.6
The Cake Zone,Bakery,2.8,40,200.0,No,No,Bakery,Bannerghatta Road,JP Nagar,112.0
The Caramelts Cafe,Cafe,4.1,226,800.0,No,No,"Cafe, Salad, Wraps, Beverages",Jayanagar,Jayanagar,926.5999999999999
The Chaat Shop,Quick Bites,2.5,35,200.0,No,No,Fast Food,Basavanagudi,Basavanagudi,87.5
The Chai Stop,Quick Bites,2.8,40,200.0,Yes,No,"Fast Food, Tea",Brookefield,Brookefield,112.0
The Chameleon,Bar,4.1,163,1200.0,No,No,Finger Food,Electronic City,Electronic City,668.3
The Charcoal Factory,Quick Bites,4.1,290,600.0,Yes,No,"Burger, Pizza, Momos",Brigade Road,Koramangala 6th Block,1189.0
The Chariot,Quick Bites,2.9,50,350.0,Yes,No,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road,145.0
The Charlton Bar,Bar,3.3,4,1000.0,No,No,"Chinese, North Indian",Brigade Road,Residency Road,13.2
The Cheesecake Corner,"Takeaway, Delivery",3.7,48,400.0,No,No,Desserts,"Byresandra,Tavarekere,Madiwala",BTM,177.60000000000002
The Chef Couple,Casual Dining,3.4,17,750.0,No,No,"North Indian, Mughlai, Chinese",Sarjapur Road,Sarjapur Road,57.8
The Chef's Cake & Bakes,Dessert Parlor,2.8,40,800.0,Yes,No,Desserts,Brigade Road,Richmond Road,112.0
The Chef's Kitchen,Casual Dining,3.8,311,800.0,Yes,No,"Continental, North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,1181.8
The Chefs Specials,"Takeaway, Delivery",2.8,40,400.0,Yes,No,"North Indian, Chinese, Mughlai",Whitefield,Whitefield,112.0
The Chennai Express,Quick Bites,3.8,166,200.0,No,No,"South Indian, Chinese",Indiranagar,Indiranagar,630.8
The Chervil,Casual Dining,4.1,232,1000.0,Yes,No,"North Indian, Continental",JP Nagar,JP Nagar,951.1999999999999
The Chevron Brigade,Casual Dining,3.3,4,1200.0,No,No,"Fast Food, Biryani, Chinese",Lavelle Road,Brigade Road,13.2
The Chinese Table,Casual Dining,3.0,13,400.0,Yes,No,"Chinese, Thai, Pan Asian",Kalyan Nagar,Nagawara,39.0
The Chocolate Heaven,"Dessert Parlor, Cafe",2.8,40,600.0,No,No,"Desserts, Cafe",Brigade Road,Commercial Street,112.0
The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery",3.9,64,600.0,Yes,No,"Desserts, Bakery, Beverages",Kalyan Nagar,Kalyan Nagar,249.6
The Chocolate Mansion,Delivery,3.4,8,250.0,No,No,Desserts,Malleshwaram,Sadashiv Nagar,27.2
The Chocolate Room,Cafe,2.8,43,600.0,Yes,No,"Cafe, Beverages",Electronic City,Electronic City,120.39999999999999
The Chocolatiers,Dessert Parlor,3.5,14,150.0,No,No,Desserts,Bannerghatta Road,Bannerghatta Road,49.0
The Choux Box,"Takeaway, Delivery",3.5,11,300.0,No,No,"Desserts, Bakery",Koramangala 4th Block,Koramangala 6th Block,38.5
The Coastal Crew by Fujian on 24th,"Casual Dining, Bar",4.2,1028,1100.0,Yes,Yes,"Chinese, Thai, Seafood, North Indian, Momos",Bannerghatta Road,JP Nagar,4317.6
The Coffee Bean & Tea Leaf,Cafe,3.0,38,700.0,Yes,No,"Cafe, Coffee",Whitefield,Whitefield,114.0
The Coffee Shack,Cafe,4.2,164,500.0,Yes,Yes,"Cafe, Chinese, Continental, Italian",Banashankari,Banashankari,688.8000000000001
The Colony Gastropub,"Casual Dining, Bar",4.1,512,1200.0,No,Yes,"Modern Indian, Continental",HSR,HSR,2099.2
The Combo House,Quick Bites,3.3,7,500.0,Yes,No,"Fast Food, North Indian",Brookefield,Whitefield,23.099999999999998
The Coorg Food Co.,Casual Dining,4.3,473,750.0,Yes,Yes,South Indian,Kalyan Nagar,Kalyan Nagar,2033.8999999999999
The Corner - Hyatt Centric MG Road,Cafe,2.8,40,1000.0,No,No,"Cafe, Desserts, Fast Food",Indiranagar,Ulsoor,112.0
The Courtyard,Cafe,3.9,296,750.0,No,Yes,"Cafe, Italian",Brigade Road,Shanti Nagar,1154.3999999999999
The Cravery,Cafe,2.6,18,500.0,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",JP Nagar,46.800000000000004
The Creek - The Den Bengaluru,Casual Dining,4.4,383,2000.0,No,Yes,"North Indian, Continental, Chinese",Whitefield,Whitefield,1685.2
The Crunch,Beverage Shop,3.3,6,300.0,No,No,Beverages,Brookefield,Brookefield,19.799999999999997
The Crust Factory,"Bakery, Cafe",3.5,11,400.0,Yes,No,"Bakery, Cafe, Desserts",Malleshwaram,Yeshwantpur,38.5
The Cuboidal,Quick Bites,3.6,16,300.0,Yes,No,"Fast Food, Beverages, Sandwich",Bannerghatta Road,BTM,57.6
The Culinarium,"Cafe, Dessert Parlor",3.7,19,1100.0,No,No,"Cafe, Desserts, Beverages",Brigade Road,Vasanth Nagar,70.3
The Cupcake Story,Bakery,3.5,13,300.0,No,No,Bakery,Malleshwaram,Yeshwantpur,45.5
The Curry Hut Plus,Casual Dining,3.4,116,400.0,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,394.4
The Daily,Quick Bites,4.0,130,400.0,Yes,No,"Rajasthani, North Indian",Electronic City,Electronic City,520.0
The Deagh,Quick Bites,3.7,58,500.0,No,No,"Chinese, North Indian, Arabian",Frazer Town,Frazer Town,214.60000000000002
The Delhiwala's Kitchen-Pure Veg,Quick Bites,2.8,40,200.0,Yes,No,North Indian,Brookefield,Brookefield,112.0
The Deli - The Den Bengaluru,Bakery,3.7,23,600.0,Yes,No,"Bakery, Desserts",Brookefield,"ITPL Main Road, Whitefield",85.10000000000001
The Denny's,Casual Dining,3.7,91,900.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Jayanagar,336.7
The Dessert Destination,Dessert Parlor,2.8,40,300.0,No,No,Desserts,Malleshwaram,Rajajinagar,112.0
The Dhaba,Casual Dining,2.7,442,900.0,No,Yes,North Indian,Brookefield,Marathahalli,1193.4
The Difference,Casual Dining,2.7,18,600.0,Yes,No,"North Indian, Chinese, Arabian",Brookefield,Whitefield,48.6
The Diner,Casual Dining,3.6,197,700.0,Yes,No,"North Indian, Chinese, Andhra, Biryani",Brookefield,Whitefield,709.2
The Dining Table - Sahar Pavillion,"Casual Dining, Bar",3.7,74,1500.0,No,Yes,"Chinese, Continental, North Indian, Pizza, South Indian",Electronic City,Electronic City,273.8
The Donut Baker,"Bakery, Dessert Parlor",3.0,31,150.0,No,No,Desserts,Brigade Road,Ulsoor,93.0
The Dreamy Oven,Bakery,3.7,25,600.0,No,No,"Bakery, Salad",Sarjapur Road,Sarjapur Road,92.5
The Druid Garden,"Microbrewery, Casual Dining",4.3,3077,1700.0,Yes,Yes,"Asian, Continental, European, North Indian, Mediterranean",New BEL Road,Sahakara Nagar,13231.099999999999
The Duke of Juices,"Food Court, Beverage Shop",3.3,8,200.0,Yes,No,Beverages,Malleshwaram,Yeshwantpur,26.4
The Early bell,Quick Bites,3.9,191,300.0,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,744.9
The Eatery - Four Points by Sheraton Bengaluru,Casual Dining,4.0,328,1700.0,No,Yes,"Continental, North Indian",Whitefield,Whitefield,1312.0
The Eatery Cafe & Restaurant,Casual Dining,3.8,60,800.0,No,No,Fast Food,Marathahalli,Marathahalli,228.0
The Egg Factory,Casual Dining,4.0,136,750.0,Yes,No,"Continental, American","Byresandra,Tavarekere,Madiwala",HSR,544.0
The Elachi,Quick Bites,3.1,18,500.0,No,No,North Indian,Electronic City,Electronic City,55.800000000000004
The Elaichi Restaurant,Casual Dining,3.6,399,700.0,Yes,No,"North Indian, Asian, Continental, Bengali, Momos",Electronic City,Electronic City,1436.4
The Farm House Bar n Grill,"Casual Dining, Bar",3.7,34,800.0,No,No,"North Indian, Continental",Brookefield,Whitefield,125.80000000000001
The Fast Food,Quick Bites,3.9,66,150.0,Yes,No,"South Indian, Fast Food",Rajajinagar,Malleshwaram,257.4
The Fat Chef,Casual Dining,4.1,1739,1400.0,Yes,Yes,"Japanese, Italian, American, Asian, North Indian, Steak",Brookefield,Whitefield,7129.9
The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar",4.6,3760,1200.0,Yes,No,"Asian, Thai, Vietnamese, Malaysian, Beverages",Indiranagar,Indiranagar,17296.0
The Feast Fries,Quick Bites,2.8,40,200.0,Yes,No,Fast Food,Kalyan Nagar,Kalyan Nagar,112.0
The Fiery Indian Kitchen,Casual Dining,3.4,7,700.0,Yes,No,North Indian,Lavelle Road,Majestic,23.8
The Fisherman's Wharf,"Casual Dining, Bar",4.3,4108,1400.0,Yes,Yes,"Seafood, Goan, North Indian, Continental, Asian",HSR,Sarjapur Road,17664.399999999998
The Fixx,"Casual Dining, Bar",4.3,216,1200.0,No,Yes,"Continental, South Indian, Italian, North Indian, Chinese",Koramangala 4th Block,Koramangala 4th Block,928.8
The Flavours,Casual Dining,3.2,7,500.0,No,No,"Kerala, Chinese, Arabian, Biryani",Kalyan Nagar,Kalyan Nagar,22.400000000000002
The Flying Cup,Quick Bites,4.2,233,150.0,Yes,No,"Beverages, Fast Food, Tea",Bellandur,Sarjapur Road,978.6
The Flying Squirrel,Cafe,4.0,24,450.0,No,No,"Cafe, Bakery, Beverages, Burger, Continental",Brigade Road,Brigade Road,96.0
The Flying Trapeze,Lounge,2.8,40,1500.0,No,Yes,"Continental, North Indian, Chinese, Modern Indian, Asian",Koramangala 7th Block,Koramangala 5th Block,112.0
The Food Corner,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Chinese",Frazer Town,RT Nagar,112.0
The Food Cottage,Quick Bites,3.7,48,350.0,Yes,No,"Hyderabadi, North Indian",Bannerghatta Road,BTM,177.60000000000002
The Food Dude,Delivery,3.9,179,300.0,Yes,No,"Fast Food, Burger, Sandwich, Pizza",Koramangala 5th Block,Koramangala 6th Block,698.1
The Food Factory,Quick Bites,2.7,42,450.0,No,No,"North Indian, Chinese",HSR,HSR,113.4
The Food Therapy,"Casual Dining, Bar",2.8,40,1000.0,No,No,"North Indian, South Indian, Continental, Chinese",HSR,Koramangala 1st Block,112.0
The Foodware Veg,Quick Bites,3.8,19,400.0,No,No,South Indian,Electronic City,Electronic City,72.2
The Foodyz,Quick Bites,3.6,43,500.0,Yes,No,"North Indian, Chinese",Jayanagar,JP Nagar,154.8
The Fortuna,Quick Bites,3.0,67,250.0,Yes,No,"North Indian, Chinese",Banashankari,Kumaraswamy Layout,201.0
The French Corner,"Bakery, Dessert Parlor",3.4,10,400.0,No,No,"Bakery, Desserts, Fast Food",Kalyan Nagar,Kalyan Nagar,34.0
The French Loaf,Bakery,3.8,34,400.0,No,No,"Bakery, Desserts, Sandwich",Brigade Road,Koramangala 5th Block,129.2
The Fresh Factor,Quick Bites,3.1,14,200.0,No,No,"Juices, Sandwich",Koramangala 4th Block,Koramangala 6th Block,43.4
The Fresh Wok,"Takeaway, Delivery",3.3,10,600.0,No,No,Asian,"Byresandra,Tavarekere,Madiwala",BTM,33.0
The Frozen House,Dessert Parlor,2.8,40,300.0,Yes,No,"Desserts, Fast Food",Malleshwaram,Malleshwaram,112.0
The Ganache Factory,Delivery,4.2,127,400.0,No,No,"Desserts, Bakery",JP Nagar,Jayanagar,533.4
The Globe Grub,Casual Dining,4.4,201,1300.0,No,Yes,"Continental, North Indian, Asian, Italian","Byresandra,Tavarekere,Madiwala",BTM,884.4000000000001
The Gluten Free Baking Co.,Bakery,3.8,41,400.0,No,No,Bakery,Frazer Town,Banaswadi,155.79999999999998
The Golden Metro,Casual Dining,3.6,70,800.0,Yes,No,"North Indian, Mughlai, Chinese, Continental",Lavelle Road,Seshadripuram,252.0
The Golden Spoon Restaurant Meat & Wine,Casual Dining,3.5,14,1000.0,No,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,49.0
The Good Bowl,"Takeaway, Delivery",2.8,40,500.0,Yes,No,"Italian, North Indian, Biryani",Rajajinagar,Jayanagar,112.0
The Good Grain,Casual Dining,4.1,54,400.0,Yes,No,"Healthy Food, North Indian, South Indian",Brigade Road,Residency Road,221.39999999999998
The Grains,Quick Bites,2.8,40,300.0,Yes,No,"South Indian, North Indian, Chinese",Brookefield,Marathahalli,112.0
The Grand Kitchen Restaurant,Quick Bites,2.8,40,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,112.0
The Grand Taj,Quick Bites,3.2,35,350.0,Yes,No,"North Indian, Chinese",Brigade Road,Shivajinagar,112.0
The Green House Family Restaurant,"Casual Dining, Bar",3.2,13,700.0,No,No,"North Indian, Chinese, Seafood, Biryani",Lavelle Road,Majestic,41.6
